card_hand,hand_strength,game_id
4?????D>,1.1754977658207371e-17,3717201078
;??[1cb?,-9280145500143616.0,3102200959
?M?\????,-3.694628330541881e+24,2862534227
6???????,-9.058287431772116e-13,415363206
??/;???c,-9.505864784689474e-23,3483354008
???d??5|,49845.8828125,580895869
N??????@,1.7980210578311337e+32,3840811949
??>???.?,30362812.0,2660743664
??~?)???,-6.432064880712574e-10,1183346472
???.????,166184364277760.0,1005127306
hs?]V???,0.24689309298992157,4015258759
x)??????,4984995131162624.0,223469169
\mF???ae,-4.1414921567280367e-16,703528830
????0D?o,-5.956707996809016e+34,2177568668
?????Y?A,4.7842866472102684e-20,4279287267
????>??_,-8.661555357576877e+37,3760970087
??:????s,-4.707715652431086e-33,4097021674
?i?[?h-?,-2.558615422474383e-30,3015841615
???;???l,-1.8592385231386288e-06,3745595369
?????4dG,219146243538944.0,661264377
????????,281.56097412109375,1667351283
1????n~?,-7.027387091960347e+28,1684867922
??8????;,3.6286137151112e+36,1658875408
???F????,-1.9045978393727883e-15,35360181
Q?}Z-c??,-4.273861993377688e-33,845791194
???$?3?L,-3.523663920216334e-38,3673157980
???C?k??,-4.388543417555013e-10,878660726
??s?????,-2.3823965369929034e-11,4286877679
w?5?~??d,-1.697033806770961e+36,383871516
?{???;E?,1.4722478347550805e-08,2574716435
?v??r?X6,-1.2992649949015373e+38,74536667
b?t>??I?,-1.958459503001044e-29,2677745444
????5???,0.005968885496258736,2872046974
?Xd???a/,3.047567009018175e+21,242502283
?kXP?)??,-5.0628473635683235e-11,3753660009
??N?\t??,-4.041425801921782e-16,553382945
????????,252639216.0,2776791081
???o????,2.5544575798003765e+34,2101623250
?n?/????,-5.62678613275843e+31,4243931120
??w?Z???,1.320602636734917e-18,3025021594
??????g?,-1849905512448.0,266650360
?'?a?o?2,2.563767438231695e+32,4210356333
??MP????,-26466867200.0,964642813
e??????@,-0.048579923808574677,869658409
????Y???,-145510580224.0,4267473312
??|SC?R?,1.3776939192067248e+31,2850465021
y???????,-5.0186219051339564e-17,1121845751
}???\/??,-94572.0390625,1132821720
???T?j??,1.490496970291133e-06,3282189398
V?????g;,5.8688031809873845e-25,3573437295
"""???????",-5.302095221204617e-11,389558233
??CT????,-5.895363030678567e-35,1942068781
|?Z?????,-2.773127470359333e-17,2099211050
???/?4??,9.742427218352538e+16,1820166792
???-??_r,-182627059367936.0,2950415927
}???b???,-6.119056437012323e+37,3801668238
????x?D?,-2.0861333493993328e-11,3045605973
z.a%????,-7.44643142590085e-28,2579863503
????????,-4.995266932276081e-26,3132651354
???w?jx?,6.517253847704296e-09,757722192
???~P??S,7884013056.0,4027297087
?m?5?x|1,-6.515024637748824e-18,3711203546
????h*?h,9.848084658869993e-08,2094785341
??Z???{?,-2.85498824196096e+16,1237943335
????????,5.338255959941307e-06,2870731683
??m1?W]{,5.685003288605504e-33,1849102479
???H?E??,-6.013638058593402e-27,1060759131
?r??????,-1.4735502344983467e+35,3419290885
??[~???&,136813056.0,2678148021
?t+???N?,-1.4410015671306524e-30,1555938950
???Up???,7.168060586050191e+17,1679194057
??9???O?,0.23366090655326843,3778596460
u?zr???6,-1.9995832811943625e+19,3570813388
"?S???,[?",-1.5541827335498582e-29,256628161
???b?*q ,1.4338023467532733e-33,3126335825
|7+?????,-3.0670177517824297e+38,3367837287
?B???:??,-3.0766153118357897e-19,265992826
"""??_????",1.5818805104261514e+34,112567098
??F=?d0?,-2.6205830212335115e+29,2308298914
#9)A?hXG,8.053480669784834e+18,79680176
?Nr??-??,-24485.056640625,2814729967
d9????>?,26299758.0,3958733175
???;Vu??,-8.749252060624713e-07,3498516465
????????,2.631956281485853e-22,4167767071
???o??+?,2.408328719146961e-34,3786506011
??b?F0pG,-2.0224909278355327e-32,1140684803
>uI??#??,-4.2238098192563975e+35,3871037071
Qe??%??(,-2.1193578294568513e-28,2511916616
??8;?-?E,-1.1336664571502675e-13,2948305566
??5???3?,7.2726880396214885e-34,3915899075
?q9x|??},1.3618533154569585e+18,1398914923
??O^h?#?,9.001725377913691e-36,3071223622
????;??p,-7.438045912522284e-08,3200502406
??}?|?'?,2.0548689008137444e-06,297931114
?`??????,-1.300313654067793e-18,3771021856
?2?????o,-8.194450122372157e+24,3676698199
???L?&O?,20135492.0,3658682126
0-=?E??s,-6.2685901338390666e-30,1289724784
?_q????P,-1.1916953520347405e-35,1622241663
?????3??,-0.004430658183991909,3565902826
?]????3?,-1.80858977205768e+27,2472370842
?????CB?,-1.2410884523751431e+38,2204301925
6?sgu???,4.7820866627799706e+29,536228814
???????D,-7.724610786471459e-25,756503397
.K???I??,3.1358462138086907e-07,3350160442
??B?1=O?,-231.492431640625,265677613
??????V?,-8.018268376600341e-36,142418896
?????A?W,-1.6123101076459534e-08,2106473577
j?-?????,7.252380473943276e-09,3070377292
??g6?6??,-1.2685158479186498e-09,1348648901
??<????6,-6.030736013649509e-34,861393130
??Bx?V??,260.577880859375,3245872818
s???{?X?,0.023197127506136894,4091663880
????d?o?,-39.85818099975586,660810307
Oq?g?gj?,-1.179929223409002e-26,4097650297
"e,????,?",1.9467483870973133e+17,1565670638
"???""??)?",-7063.4638671875,1646251502
B??p9!?1,2.865582853308309e-21,2063895531
??????Fh,-1.372151281486822e-08,3415236160
???9e???,-1.2830564388721655e-09,2029679093
?k??????,-8.88299788441124e-22,1481088503
|????k??,-1.1581077075106805e-07,2801268933
O?4?.?`?,0.0053977579809725285,1977194266
M0p????{,-2.6619189878518354e+22,3068855500
????&?x?,6.844983145016139e+37,4219950052
??8M????,1.4818173212916008e-06,2825873854
?On=??z?,-4.635789283633075e+21,2222603110
"""???????",0.0006958142039366066,3444016899
????L???,-1469354.25,299293685
????I???,-2.292544589079609e+29,2584547471
E?*V????,-0.0027896827086806297,3816477438
???}&???,-0.012485059909522533,2366967733
????????,37865504768.0,1540622305
"4>?""}^?;",1482355617300480.0,2923673878
C????1??,-1.1429593311248709e+21,4160515950
J%????G?,-2.846464043624909e+25,4153240666
??P?\?U`,-5.1252478596120627e+33,3933754814
bW???.DE,-1.544721044410835e-07,172201454
??O??-??,-2.2875042204142797e+17,1088398667
I???&??),1.0664422816165642e-19,1273240987
??E?????,0.7748765349388123,2633789019
b??y??}?,12513531.0,3011457916
??;L????,-5.983194132445561e+29,2978327638
O:???<??,-1.0323825082595914e+37,4135256542
?YoO????,1.1106297658759611e-18,2607730394
???~7???,-3449612032.0,4004970043
*??????\,2.326593979622647e-34,3822361358
"""?}H????",-1155957120.0,4265207261
v??Hg-??,-3.9229684260826e-22,1816124920
gG??????,-4.2523344329255253e-13,428468031
????????,94172.8203125,3547092828
?????v??,2.4387245376947018e-21,3882008969
p??>??:?,-8.291563903890426e+20,1279157140
???C8?v?,1.3475812011165544e-05,904774547
"?1<,8???",1.2492058525522443e+23,392559674
????6???,-2.91895612748802e-32,4031165287
s????B??,-1.603493928401242e+35,3374555738
?<???sO?,-3.24955542865517e+30,2296831639
???wJ?E?,-1.745693574184666e+23,4015984250
??bh>e?[,51.95023727416992,139177592
1a??????,-4.767566167379421e+35,2288120304
b???????,14483533824.0,2322835891
?m?????s,-0.04385238513350487,3777933156
??i;?W??,-8.793719448464092e+32,536306579
?????i!?,3.8153661088105834e+29,1144959123
"*???""???",-1073064225800192.0,3342177007
??>E??=?,-3.9751200447643575e+34,1494938813
XM???RK?,-1.8972383259097114e-05,1064622103
?!??7???,-1.1799214130352645e+24,4005200747
:z?Bo?]?,7.082562096514253e-20,4026056068
????S???,5.80239047210806e+21,2640027035
U=v?????,-2.45687456862267e-20,823990015
N%9?M???,-3.7254714965820312,467079935
w?g?$?tn,-4.155946420173537e+17,3550087416
?`???>_?,8.465137618651752e-11,2442860797
?9?K?;??,4.439567199769905e+36,3321212719
L????[|-,-1.3810296656258103e-11,1412836014
?????v?<,5.3209024504660235e-31,2823498571
??>lZ???,-6.585497256373145e-34,2077322078
??A?yn8?,-2.8555261819178313e+35,3473396388
????g??Z,0.0004367017245385796,1581579288
?????:B?,1.4714109263737033e-21,2279205861
z?u?????,1515455.875,2994226147
9????Y?@,-8.625481026887166e-16,1408008875
l??E???t,3.527962210564395e-12,2984377741
??OuF???,1.5876431460678256e+35,3121038841
U?m??3??,-2.3472839080056586e+24,1869953390
|?}???r?,-8.05093899785151e-35,2994506600
??????n?,-6.626471134557752e+26,1266453940
??S?|???,6.766760990018216e+37,4288245997
^3OD?pp?,1.4772643178173617e-11,3775784402
?;c???f?,6.184165366511256e+33,3216850315
?:?$?>?{,-1.5926196262039532e+38,3648275137
??/???7b,-1.8525182008743286,3043653042
4???????,-7.09025790631818e+18,1810163989
?e??b???,1.6022903298089984e+37,3696882174
?L????{7,2.8660958006290526e+32,3874819796
U?_???W?,-1.503697368696428e-38,1742124775
-???????,-2.1193663640724804e-19,4252283803
?????g??,1.4403035311255861e-27,617453279
?*?o????,1620844928.0,657952351
??d?=4s?,0.16353897750377655,3329567568
a??x???s,8.43408256103774e-14,3907505110
?a??G?YA,-3.4217008120636473e+37,1976311315
?/g?????,-1.7683767339349288e-08,322416772
7???z???,-3.5980117115228434e-35,3358949736
????o???,-2.013936475824143e-20,2486503249
????.???,-5.080417208879595e+24,1659581731
?w^????8,1.2601652337846305e+30,1038857070
??#k<?(b,-1.9015749905422746e-15,3447841458
?Glw????,3.5523651379249506e+26,1191836642
?????3??,5.195819552316306e+31,50215935
????????,-4461724233105408.0,1262757181
?~??p??M,-0.00012063457688782364,479636028
?z??????,5.6097561911879646e+29,3750703883
3O?h??N?,-13.60207462310791,1019100533
??????.T,2.9710634051331116e+23,4028359965
<q%?+??Z,1.9065620948456398e+37,931757159
????????,-262489552.0,2288840250
|+??w??t,-1.4016206004423195e+26,3584952767
|??X5=L?,-1.0294459119052562e+31,1022256554
BT??????,-2939.774169921875,3317459823
????}c^?,1.936735840776379e-30,1963877982
????tb\j,2.215654859824695e+24,2826218670
???)zH??,-1717650587648.0,2935657168
????B???,3.63803994505244e-22,3106758880
<???k6)?,-2.0932236245914204e+30,3718186038
??k?????,3.1867549920085935e-20,1440257826
??k<??e?,2.7365998070250764e+28,669070595
w??0?h??,2.508130876321957e-07,3933385214
\XO?l?P?,-22214522.0,2514554462
`]??????,-7672081827233792.0,925768543
?69????k,-5.1197904133282735e+35,779849351
????????,-1.0649606723312409e+38,3179243752
???*~??/,-1.637129859213348e+25,2068735193
+??`???G,-1.1558716438377514e+21,1727083200
?o????g?,-0.016197651624679565,1504204483
?w??{???,7.854358662429968e+34,1287004870
??c}?PJ[,3.3020906889411625e+36,379241527
?<*D??!?,-2.761997893685475e-05,2942426196
hL??'??*,4.510021012509794e-34,4205828099
s6?#n??j,4.968296367205671e-21,694698885
>+?&?p??,6.00228618850502e-20,1052709460
<??????k,6.078003081517833e+19,1473818299
C?i??m3_,-1.40420078504244e-21,3939336419
?'??o|l?,0.000312710995785892,2903260119
J??j?U??,-1.2773645914157875e+17,4078828154
??????s=,-2.335136572576561e-32,3126786281
"??,_???k",-16161917894656.0,3999198381
<K?U??]t,8.47101672072954e+31,3657688290
?co?Q?v*,-1.0415422345841906e+37,2108686324
?g;????0,2.913668875679236e-28,2193573358
??????o!,-5.042172959357924e+35,1327169976
t?<??v??,1.2487279846029833e+24,4020622788
??r?;???,-1.337060272643137e+23,2317427680
?=???]??,-9.091809740061917e+29,1838392092
mz?-?.??,-1.1169068915975578e-35,1955260101
"??u??,??",-2.6969472662063954e-12,2867825693
???^o???,-1314975373066240.0,3207688029
???~???r,-8.087173494496229e+29,1935490180
%??????},5.513869899258564e+37,1950303389
???Q????,0.0004253677325323224,578808072
??d/???0,-0.008054845966398716,3123780040
?d?????Y,-2.0609149869587435e-37,3572222959
??y?'?c?,-4.5232151644698226e-17,601848222
???!pA??,-6.648966384523343e-15,1057226254
6?.?@Vz?,-1.4130412182566943e-06,3822641766
t???3??B,7.877872967045942e+37,2262187528
n???????,-1.3837846424280542e-08,493268862
????}???,-6.994995866338955e-34,2187007957
??????b?,67705937920.0,1333421902
?????Z??,956858892288.0,2010379178
?=6????F,-2.9191845832905846e+21,2251905470
??:H?y?o,0.09748570621013641,101200500
?F??>??{,-3.701186117685676e+31,2287042101
???%????,-0.00021263195958454162,4144526699
?????Mx?,-9.686601361371477e+27,2994699974
??_?????,-18301247815680.0,1978733875
??? Y???,-1.5535509784661676e+30,4290613367
??????^?,-1.7213959913751223e+36,4208431964
?^B???}?,1.832490235238453e+20,2890888787
?_??b??0,-2.7738743376901076e-14,896966243
?????z?l,-7.879549789515127e+23,1516349429
??x????;,-1.3814281223080851e-18,754428566
??w ????,2.3890254019954348e-20,3822951383
?l??.:<?,1.9104873173713306e+25,2315203028
?!vG??%?,-2.1358883550703922e-09,3478985075
????X???,6.197428951751819e-19,2403732118
?<??????,-6.044984570079547e+37,4140157021
?bM?'?|?,1.9534398317337036,487776163
?s?p??WY,-2.9148215928992003e-27,3362921943
????k?]?,-5.058579429414922e-25,2477646195
???_????,1.2378651263134088e-05,1696511401
]???q???,-0.00045794103061780334,1829830391
?sxQ?Cxk,-3.7775591993473504e+23,1173745458
???????1,9.201407351611124e-07,419912319
d<C&q?J6,-1.581503395051487e-21,3203165953
)????X{?,0.00039956721593625844,4009465679
"F,9?Q}?'",-2.3987498098954063e-10,4277936425
??)?7???,-1.6353039726615327e-25,1878970555
?3?3_?w?,-2.972143988699827e-07,511618559
???1r}[?,9.443264089986182e-30,3345991737
??=??u??,-8.559049442528274e+26,472261599
"1G??$??,",-5.844966452637664e-21,3716173306
c?oQ?4??,-5.774720115232125e+35,2310122750
?????U??,1184658951766016.0,2645417823
??w+???5,-1.4034706015315092e+29,2669077534
???5??}?,5.892231384611087e-15,3379251407
??l??r??,390787799973888.0,3448081333
????V2?U,1.287853209885233e+28,4231360311
|?????W?,2.0644207591549766e+28,1648265470
??h??sO?,-1.8223117592697236e-07,454524566
????]zX?,-9.173000034793855e-24,2112034462
X???U?/r,1.646373695482009e+35,2654628473
?????_+?,2.8447312158130176e+17,3925672431
?B???u?C,-584.8162841796875,3439130301
W???7??_,-4.982302803260529e-18,2279533891
??3;~1??,-7.406488484110519e-38,4047063138
)w?K?:?c,2.0885723339532502e+21,2142131165
??-????j,-1.5864612638220817e+30,4197093015
n5????[?,-261617.984375,4207882618
???X? 9~,-2.724413779128619e+38,1716532507
G1???B??,-1.308649766455468e-31,3907762887
??3???J?,-8.749514092701958e+23,3743217276
S?Z??7??,-1.8468986340280935e-09,3413510231
r?f|????,8.178409625788057e-16,583841310
*?n?&p??,2.2171833464946678e-23,3945321683
]?E???Z?,7.094323302273515e-34,1538264773
????s?9?,4.376681842323903e+37,3195396474
r?:k??G?,1.422343863552241e+21,3582954234
",???????",1.0803522440051745e+25,3824695213
?hG??-?b,1192280371232768.0,2518794746
?????i??,-5.195531076170494e+28,3889424159
M(?+?B??,-428.2389831542969,1617222964
c??Q????,5.603128473912194e+36,3096357180
?:???<?f,-5.658709056888256e-10,1971813498
???r?cr?,-1.886192313449442e-09,3785851763
sC????'?,3.5158060579670443e-28,2078625020
ek??b??W,-3000025088.0,1490732044
??b?????,-0.8653640151023865,1994533258
??^????%,5.644025754073715e+20,1008777555
?????{??,-2.721127930271905e-05,3125060346
?z?c????,-5.0509629039564554e+20,1029516911
w???????,1.2261538625701046e+29,1557134538
A???????,6.216370085354583e-09,1741586414
!????'?g,1.7882426555347894e+38,1904143460
z?+4y?X?,-0.1849803328514099,3375042319
?t??????,1.9271002909874055e+38,3613862607
?O?m?<42,-1.2828942196374323e+26,2978722343
;J??E??/,-3.593711925379091e-31,3485212565
J??'?k??,1.2436043861363544e-10,2508114099
??$???%G,-0.022215021774172783,4023611275
o????|?n,4.577565099704844e-15,3327949884
???!????,2.9298572699825225e+21,3467338705
?3?????-,2.232754783945764e+38,2218081498
???K?\ ?,-1.808815228163749e+26,1891600794
???16??F,-2.2495474543400107e-17,3834109398
3???0?B?,11025474.0,2826720583
e5??????,6.812754472781463e+26,759161910
e?D??Z{?,8.905133973183479e+26,3748767433
???}n-??,5.523186422107251e-11,1362811071
??_?5?A?,6.228368099966086e-37,1959655550
?K??D?v?,-1.3765143891739927e+29,1963909984
??????t?,-476659488.0,3651076211
/&??????,2.543116900232166e+36,4080750856
V??H????,-9.524819600985173e+33,3976056708
?3??????,1.2547089809187768e-27,1144287984
{s????'?,-2.984787325200666e+34,2994031045
??'M????,-0.006481440272182226,3895976910
??h6??x?,0.0002656501601450145,4079740187
-???????,1.421007838970521e-21,97309922
d????2??,-4.1376728913112644e-33,1499699478
?????[??,-4.0065280444949046e-16,3451083207
O???h???,2.207065594615374e+24,4049809113
??^?????,-1.9731508429197043e-17,2041672891
?????b~7,-7.951487775999445e-28,2890937649
??4RwY{?,2210653490118656.0,4159331319
???4???j,-3.8478561525440744e+26,1597862286
To??????,1.6812833564570945e-31,1182715762
???????d,-7.551467849798124e+18,2939814475
??N]???1,-8.63402432107905e+17,2861260599
??=???g?,-46534.1796875,3490679659
??????}?,-73087.8984375,3197304520
??l}??5?,-6.007482807035558e-05,1341461109
<g|?????,-3.994545068053412e-07,1660320695
c?'??q??,-4.841027327789905e+37,282794987
?`o?M?k?,-5.433516799313558e-20,3213205038
mN??:?V\,-2.7120393549416794e-16,742347998
]??o??>Z,2.3599426978958656e+26,3357998456
?Y???r??,-2.6747685228488163e+19,3708790170
oI?V????,-942374746324992.0,138014622
???}????,5010.767578125,2442391099
B???b???,0.20182248950004578,257520881
0f-???9],-1.655797942598664e+22,4219003278
6?q?.?}?,7.183408382016587e-12,4122009881
^T??x???,-0.06991949677467346,2046209638
x4F?????,1.1201611008374552e+37,1336123935
??I?7???,6.791738033294678,2959636733
???k??jM,3.4881216461604074e-16,3821997334
????v???,-1.9155618753557552e+36,3996933602
&????$Uu,1.4207875781948162e-31,3488901119
????????,-2.413640260696411,2814132973
V????w??,-1.0252211733940817e-34,3725714331
[Jn? ???,-3.695980154046479e+36,870398583
??x??n[?,-2.2879342471370716e+24,2733203394
???kV???,3.912955269462223e-21,701592673
???/z??w,0.00010595401545288041,792694552
"??<,-??1",-199249472.0,3860693425
??????7?,-3.461869381996821e-23,2120979815
??<?]???,1.4880654080957675e-29,4227074438
????=.??,-4.360231620204047e-11,1853824979
??i???5n,-6.1833893339620655e-37,3955379728
????K??.,2.706659417807808e+19,3515320227
\??M?8`?,-3.777526034132286e-32,2650894825
~???9??9,-237881632.0,2171436049
g?????yS,1626654573068288.0,4110226166
???e????,-3.630466744652949e-05,3319525024
ALY??e?{,-2.969445502861731e+30,4020990346
~|t?????,-8.124598476894759e-31,1254470359
)?fpo?PX,-6.278956362544391e+37,4288118144
?:??????,-1.3893066677449602e-36,3889388607
??k?????,-8904409413058560.0,2636749020
????]??],-6.390390439037219e-08,4209954780
??]u???z,-5.3466481525396175e-18,1071206177
??-???Z?,1.9787713380757254e+21,3908591450
Z}????^?,3.5920102371411473e-16,3946701891
??dD???L,8.232338498484161e+37,1666207351
Kzro^=??,2.2621873085881816e-07,2133832023
"??????""?",9.062239239370636e-20,1301296076
m?d?`???,2.385717882903461e-29,215462182
???F??}?,-1.777890550608703e-34,4031609271
???LS?k?,-2.5557791193570473e+29,4026190503
yK?????_,-2.336792662432094e+36,4231543911
???9h??>,-3.664167645497975e+29,3171716054
????????,-3.6261780013928125e-22,3821387148
?8???0?n,2.4206470734241133e-34,1865610524
:??.?|??,-4.000573937272278e+20,2553083817
<???????,-7.1898259915159635e-12,3335415286
?V???'?v,-6.020899329985034e-33,4125257551
???s????,0.007510181050747633,134134646
??#[j??l,-2.7700589267082967e+23,2039783544
?h?c?:??,-96060.5546875,1454745550
x??gf?c{,3.1836180132432555e-15,3152773731
"??????o,",-3.0585928075486117e-32,3474305639
l?G-k???,-0.0294029600918293,3867831707
a?=t$c?2,-9.23123644620068e-27,1866199534
???u<???,-2.5658041190073273e+26,2359789129
`Kcr????,-2.532851191390428e+31,618610236
r???????,-8.962516950816735e-09,2546889187
3[?*D?w?,107014440.0,3102848771
?)?9Y???,4.3158532778742986e+24,246869950
???r?:??,-313251.8125,3894127990
????????,976092200960.0,381134325
??????>?,-1.389536073462951e-30,518944799
????h?|?,417.3680419921875,4020746295
????U???,-8.855272036549788e+18,781316362
????????,-6.899507080675402e-32,4070106717
C????3??,-9.497987003045654e+35,4209108791
??;??3?`,2.0384403681777676e-25,2462787184
g??h??5?,-2.7880756192644185e-07,2719952743
??H?????,14221951631360.0,2521701076
>}??*???,-2.6591224014382853e-11,2143558918
?:Du???n,-2.3941548797760822e+30,1865859311
-??z???Q,3.1382625276817465e+32,1054888136
??6?????,3.8339111819991992e+31,2574473567
^?????p?,1.2591502735159238e-23,1740435607
??C?u??H,-553810984960.0,1004209829
??????^7,-9.297900918137829e+24,3530324740
??W?sg??,1.861918289136656e-20,3039495883
-????a0?,-6316420608.0,4210723635
z07??}??,8.568177104065848e+21,2675537617
???????H,3.4979817828909056e+16,4287581536
#?????Z?,-3.042722482859972e-07,3736548181
O???????,-1.8454253023398716e-27,1537007020
C?A{?_??,87.70647430419922,2142604828
?_C??L??,2.7907105754340714e-32,620613706
?[?%??h{,3.6901852921804547e-29,4007730127
?_K5?F?c,7.378305987460526e-28,2642671133
?U}+?'??,5.1905415729414095e-12,1021984230
??:R??!?,-4.0467660721260067e+34,3076395229
%??????2,4.0294002962503508e-28,3219862446
?3????}?,-0.036736659705638885,1849676205
 ?[?7?~?,-2.1698133535414134e-23,554812998
:W????32,1.0804619590235723e-19,2994207249
??o?([?y,-1.640523369119712e+36,3855888374
?A?4Y???,-1.4164207872133735e+35,4167819130
o??mf/?o,-1.468689221632499e+29,2136939463
{e?E???y,1.9794373144676925e+18,3171398520
9?A??.??,-1.3426098425613508e-37,4095817453
f?x????],2.5623148347473224e+36,4218022632
"6???m?,?",4.1331003422052614e-20,2676738437
???@+?-},-1.5672794883345148e-16,763148023
??=?w??9,-8010886564282368.0,3569119950
H????d?5,1.2781299560889113e+32,3118902458
???????|,-1.8232015371322632,510950608
??y1???|,-1.6113039094780952e-21,2903007914
??????5?,5.632118098405495e-21,980739570
??)???_?,9.044779372120137e-25,3775831979
??'?????,8.048248686804918e+22,2573343932
"???],?y?",-2.0264507917540562e-25,3748621074
?[????ah,1.349235502034154e+24,1574656447
|??>????,-7.351865152195099e+32,1041884796
?]=?????,326.9284362792969,4193625004
??????:?,3.0177948201893495e+19,2808723452
v?????N?,-4.31003352565453e+28,1739656217
s???~???,-43.8513069152832,3409162867
&?=?g??/,1.4364874807443987e-31,3751477132
??c??C?u,1.8114725049020438e+38,3371102310
n?Y??c?],1891.8853759765625,2748380991
u????=?b,-1.6691737698313961e+19,140047546
???9????,-7.528057889829697e+23,3476683353
???t?c>?,-1.8716729541427497e-25,1982941572
????????,-1.1075795005032366e+18,3015935023
[?n?/???,-126.06616973876953,3000208294
????K?W?,-8.289185643661767e-06,3273291766
???n???),-1392.8890380859375,770520486
}XG????},-6.509983291775386e+16,1211658259
W?I???{?,-1.1871970203841593e+19,3324160333
??B???u;,-2.3483971733660404e+38,917716540
okU????],1.4104421515955651e-33,634825912
?}??????,3.659330172212094e-09,3734764978
>?{?????,-1.3186074846136566e-27,2645242621
????????,-1.2031401412437046e-32,1206860796
~?????>?,-3.9603221325243865e-16,3303114699
???^??S],-15861.94921875,3644446476
????/h??,2.0510767225138224e+38,1043519693
??Ih???8,-9.286464513272881e+24,652952925
?}?????!,3.725039617949786e+35,4018900057
?5?^????,-5.333413979591349e+22,1725185027
????l?F?,-1.4999315660583058e+24,679796671
lO??`???,1.2998724772832738e+33,770071685
??g???m?,-4.139393064142194e-37,307231293
??/?+???,5.50489506562294e+21,2304481541
b??xa???,-0.00034745861194096506,2138890910
/U??ba?x,-1.4942153420391338e+27,3745361077
w5J???0},-1046265.75,192479871
??v???a?,3.5030720423772418e-15,2941570203
?:??esf?,1.990741899665154e+33,3998277226
??^??2lR,719561097216.0,3438314983
??j?????,-1.8583891282230774e-17,3112916382
?n*?????,-1.432290429922295e-13,3741257724
?@??Kb??,1.3415966471433394e-12,2160395076
??w???=?,2.3966807639917624e-34,1616819199
??????G?,2.0436206629284013e-22,2975677439
???Op?4D,nan,4282060949
??^?v???,-2.4697580786048334e-11,2178334190
??_?(???,6.086275403395176e-32,957661379
9????l??,-4339375800320.0,2922986878
}??>????,5.263617319783975e-11,1450692506
?????9l8,-1752729518080.0,2792631497
?|?????-,5.019181383417451e+28,2045602615
???`??_?,-3.088000889422661e+21,3213982789
1?}Q?s=?,3.5722189650755354e-09,2130050327
??gy??JX,248.89987182617188,1109305630
"?ws???""?",-3.0550175205393846e+33,3406399894
???N????,5.557433865239862e-25,1815709600
B?U??w<s,-3837103360.0,3277732388
a`??F?/?,-22327430.0,1961766238
y???3s??,-1.738384882549236e+33,771776651
???????o,5.0604880959813375e+23,954507243
????K3??,-3.949458499525514e-25,1034698212
???????8,-1.0073982723411328e+32,835992576
x?}?Bo??,2.8823962094802404e-16,947305384
Zvt????z,-3.658154223984411e-09,3829052143
?t????;o,0.009076952934265137,532765632
???gX??#,-1.463924036215758e-05,650859462
^??J??a-,-4.879341431476899e-38,2015090261
2??????:,3.5494908158367154e-20,1816254909
??{Sq???,0.13916951417922974,1324699574
x<[8???M,-1.215218215273713e-23,3045416533
????og?i,-1.082970314140848e-25,4135115187
?c?i????,-2.542257897253375e-11,3063895718
????&7i?,1.5717260333825393e+18,1173911212
???7_d?|,1.3224580572108562e-24,2321236367
N???????,-2.5739055304652237e-26,2006923610
? ??+}O?,-5.0515582123710476e-23,1248542466
?9??????,-3.0744087848043377e-15,3288123344
s??N????,1.7612082956475206e-05,953343639
????????,0.0009744658600538969,704485919
r?&?|?t?,-1.2799050316385958e-29,2762801144
"k^????""?",-1.5678528265429582e+37,593322619
???@x???,-2.18785628502971e-10,3141779223
>????(??,-1.2550406963909048e-33,3109058303
??C??!<a,5.1044936735353194e+36,3962991247
??#?????,254605885440.0,3965266369
"n2????,?",2.3851336657281556e+21,2731799415
????????,7.6841298886860015e-34,1304051025
?2?????u,-3.9476207045298307e+28,3883171048
?i?e??\0,-137433743360.0,3281351561
????????,-2.7384746609983984e+37,4170186160
??#|?7??,-9.343054567184455e+32,1778845770
1???8?8?,-75.06390380859375,4124031050
B?uJ?d??,-2.516282391437994e-29,794671580
g?v?H?Lg,-306608487792640.0,3542311245
??????-?,-6684589388988416.0,4094025646
?????Ss?,nan,1580047560
???WYN??,-1.8541624901852677e+26,3368201527
"Tc??h?""?",1.3530265710479912e+35,1664543513
w?????N?,4.147534585799146e-36,3304684879
j???>=??,-1.80475966452278e-21,162598126
???????2,-816443293696.0,1054975566
{???)?K?,3.8834249704855495e-10,1500055629
??B?????,1.1509717391663873e-21,569228866
????????,2.3674853986093798e+24,1748169915
h?O[????,-1.0414088875434423e+22,3720483566
6??Y<)??,-530424132534272.0,3564922841
??{7P!?#,5.2151335333538995e-11,691960359
??!?B+?>,-5.240371119242602e-29,737999050
?5d?|???,-1.3262662832308106e-24,3583534253
?????;0?,0.47797346115112305,1263135455
???7????,-4.844427524504275e-20,2088527191
???\?|??,4.926884426099384e-21,1542999753
?]?????<,-0.02715214155614376,4109996534
???=????,6.30820548585386e-34,1596975254
??q^?F?E,7.452854589404082e-34,1203741695
w?N????y,3.95236971271545e+31,2968438332
???????W,9.697895162362999e-31,3102159039
????N^4?,4.94724970685457e+27,3256614131
?B?c????,-2.2509250409321565e-17,3863426957
=????}B?,1.93114386609292e+25,2246830002
?v???^??,1681864230174720.0,3811101313
????????,7.33205608793618e-32,1811332017
?????p??,2.1983305439986983e-20,749993585
!???????,2.506807269182669e+16,2067900021
??V?????,-7.067062059262804e+18,746995093
_?=?>my?,-0.07592660933732986,2045738184
?s?????d,6671.98779296875,3059928891
